Rank,Instructor's Code,Revenue After VAT
1,pote.sompote,661550.47
2,naruemol,460422.43
3,beer.nattaya,421999.07
4,pang.phitsanukhom,374391.59
5,pote.sompote,334934.58
6,satapol.eta,319428.97
7,nut.kamonnat,300700.93
8,jack.narongdech,274802.8
9,nut.kamonnat,267299.07
10,satapol.eta,260884.11
11,ahtapol.thongsima,212820.56
12,jo.nawaphon,206413.08
13,kwanrudee,206335.51
14,oh.pavinee,206335.51
15,samroeng,203357.94
16,mew.krisada,201700.93
17,winner.estate,201700.93
18,pipit.pipit,178317.76
19,mongkol.astro,173657.94
20,nut.kamonnat,170242.99
21,jaow.nipaporn,162454.21
22,jo.nawaphon,162156.07
23,nut.kamonnat,160065.42
24,jackie.panom,156364.49
25,ming.tanapa,156364.49
26,jackie.panom,152671.96
27,pang.papawadee,149191.59
28,sit.poompat,148037.38
29,tum.pitoon,145570.09
30,da.preda,140963.55
31,goong.wina,130457.94
32,ploy.patchara,127208.41
33,mai.laddawan,126042.06
34,jyjy.benyapa,125831.78
35,tong.pantit,120431.78
36,tor.surat,119506.54
37,tum.nuttawut,116705.61
38,pompam.saowapa,107889.72
39,kai.kanok,107837.38
40,aom.santi,107327.1
41,aom.santi,107327.1
42,kay.sukree,106401.87
43,nut.nuttawat,104551.4
44,ung.chaiwut,103830.84
45,mind.english,103626.17
46,chachchai,101775.7
47,kai.kanok,99925.23
48,kiat.kiattirat,99925.23
49,nook.lapatrada,99900
50,kaew.rada,99308.41
51,ya.suriya,99308.41
52,nong.chuanphit,94298.13
53,mind.english,92430.84
54,nhow.manit,90672.9
55,mind.english,90563.55
56,ploy.patchara,88623.36
57,mew.krisada,76794.39
58,ploy.patchara,74317.76
59,tor.surat,72168.22
60,m.l.chaivat,70071.03
61,golf.thanakrit,70023.36
62,nutnicha.bellydance,68140.19
63,champ.itsanai,64774.77
64,tai.boontarika,62554.21
65,jackie.panom,54248.6
66,satapol.eta,53409.35
67,nong.alongkon,53217.76
68,champ.itsanai,52931.78
69,nid.chanidaba,51714.95
70,poppy.yang,50887.85
71,tar.ruch,49415.89
72,ung.chaiwut,47074.3
73,ya.suriya,45420.56
74,aon.kritsana,45420.56
75,ung.chaiwut,43202.34
76,nong.alongkon,43177.57
77,kiat.kiattirat,43177.57
78,att.atthaphon,42849.53
79,keerati.panyanearamitdee,42492.99
80,keerati.panyanearamitdee,42492.99
81,pang.papawadee,41055.14
82,m.l.chaivat,38279.44
83,poj.suttipoj,35287.85
84,poppy.yang,29607.48
85,khunpon.ratchapon,25906.54
86,jen.jenphob,20638.32
87,up.lalana,18504.67
88,vichai.vongsilpavattana,16654.21
89,wichai,15871.96
90,poy.pornpat,15794.39
91,ouan.kiratinant,15794.39
92,sit.poompat,14929.91
93,wit.chatuwit,13878.51
94,poppy.yang,13878.5
95,film.thanapat,12137.38
96,pakorn,10821.5
97,ann.benyarat,10270.09
98,kaew.rada,10082.24
99,ung.chaiwut,9985.773446
100,poy.pornpat,9252.34
101,jungo.prit,9243.93
102,ung.chaiwut,8986.196554
103,aom.santi,8504.67
104,aom.santi,8504.67
105,mind.english,8405.61
106,joey.soonthara,8343.93
107,top.sutee,8309.35
108,film.thanapat,7469.16
109,ome.chonlatid,7469.16
110,tawee.kamonbutr,7469.16
111,joke.warong,7401.87
112,ya.suriya,6535.51
113,jo.nawaphon,6162.62
114,pop.chake,5601.87
115,mongkon.tuntisuk,5601.87
116,pao.chombongkosh,5601.87
117,poy.pornpat,5551.4
118,pichart.yapan,5135.51
119,nook.lapatrada,4668.22
120,aom.santi,4626.17
121,poppy.yang,4576.17
122,poppy.yang,4576.17
123,new.eakpob,3734.58
124,tum.pitoon,3734.58
125,ann.benyarat,3734.58
126,almon.nipat,3733.64
127,naruemol,3700.93
128,tum.pitoon,3361.68
129,ruj.nopparuj,3360.75
130,vee.veerachai,3360.75
131,woratep,2800.94
132,naret.training,2800.93
133,oh.pavinee,2800.93
134,vee.manusvee,2800.93
135,wat.chaiwat,2800.93
136,nong.alongkon,2775.7
137,keerati.panyanearamitdee,2522.43
138,kwanrudee,1867.29
139,kwanrudee,1867.29
140,tum.pitoon,1867.29
141,pakorn,1841.12
142,chachchai,1775.7
143,miew.nada,1773.83
144,miew.nada,1680.37
145,almon.nipat,1680.37
146,pakorn,1680.37
147,aom.santi,1214.95
148,aom.santi,1214.95
149,aom.santi,1214.95
150,aom.santi,1214.95
151,aom.santi,1214.95
152,naruemol,1027.1
153,x.vorachai,1027.1
154,aom.santi,933.64
155,ann.benyarat,933.64
156,aom.santi,933.64
157,golf.thanakrit,933.64
158,m.l.chaivat,933.64
159,miew.nada,933.64
160,si.yoga,933.64
161,tor.surat,933.64
162,tor.surat,933.64
163,vee.manusvee,933.64
164,wat.chaiwat,933.64
165,woratep,933.64
166,ung.chaiwut,933.64
167,mongkon.tuntisuk,933.64
168,thong.thongpanchang,933.64
169,pao.chombongkosh,933.64
170,pote.sompote,925.23
171,wit.chatuwit,925.23
172,wan.ritwan,925.23
173,wan.ritwan,925.23
174,ome.chonlatid,887.85
175,poy.pornpat,607.48
176,ouan.kiratinant,607.48
177,aom.santi,0
178,aom.santi,0
179,keerati.panyanearamitdee,0
180,tum.pitoon,0
181,woratep,0
